Gyógyszer neve;Hatóanyag;ATC-kód;Forgalomba hozatali eng. jogosultja;Nyilvántartási szám;Kiszerelés;Kiadhatóság;KP besorolás;Státusz;Engedélyezés dátuma;Törlés dátuma;
MabThera 1400 mg szubkután oldatos injekció;rituximab;L01XC02;Roche Registration GmbH;EU/1/98/067;1 X   - injekciós üvegben;I  ;;CTK;2014.03.21;..;
MabThera 1600 mg szubkután oldatos injekció;rituximab;L01XC02;Roche Registration GmbH;EU/1/98/067;1 X 13.4 ml injekciós üvegben;I ;;CTK;2016.05.26;..;
MACI 500 000 - 1 000 000 db sejt/cm2 implantációs mátrixhoz;matrix applied characterised autologous cultured chondrocytes;M09AX02;Vericel Denmark ApS;EU/1/13/847;;I ;;CTT;2013.06.27;2018.07.05;
Macimorelin Aeterna Zentaris 60 mg granulátum belsõleges szuszpenzióhoz tasakban;macimorelin acetate;V04CD06;Aeterna Zentaris GmbH;EU/1/18/1337;; ;;ATT;2019.01.11;2021.03.30;
Macimorelin Consilient Health 60 mg granulátum belsõleges szuszpenzióhoz tasakban;macimorelin acetate;V04CD06;Consilient Health Ltd.;EU/1/18/1337;; ;;ATT;2019.01.11;2021.11.16;
MACMIROR COMPLEX hüvelykrém;nifuratel, nystatin;G01AA51;Polichem S.A;OGYI-T-22343;1 X 30 g Al tubusban;V ;;TK;2012.11.16;..;
MACMIROR COMPLEX lágy hüvelykapszula;nifuratel, nystatin;G01AA51;Polichem S.A;OGYI-T-22343;12 X   - buborékcsomagolásban;V ;;TK;2012.11.16;..;
MACROSALB MEDI-RADIOPHARMA 2,5 mg készlet radioaktív gyógyszerkészítményhez;Seroalbuminum Humanum Macroaggregatum;V09EB01;Medi-Radiopharma Kft.;OGYI-T-24216;6 X   - injekciós üvegben;I ;;TK;2023.04.03;..;
Macugen 0,3 mg oldatos injekció;pegaptanib;S01LA03;PharmaSwiss Ceska Republika s.r.o;EU/1/05/325;;I ;;CTT;2006.01.31;2018.12.17;
MADOPAR 100 mg/25 mg diszpergálódó tabletta;levodopa, benserazide hydrochloride;N04BA02;Roche Magyarország Kft.;OGYI-T-01157;100 X   - üvegben;V  ;;TK;1997.01.01;..;
MADOPAR 100 mg/25 mg retard kemény kapszula;levodopa, benserazide hydrochloride;N04BA02;Roche Magyarország Kft.;OGYI-T-01157;100 X   - üvegben;V  ;;TK;1990.01.01;..;
MADOPAR 200 mg/50 mg tabletta;levodopa, benserazide hydrochloride;N04BA02;Roche Magyarország Kft.;OGYI-T-01157;100 X   - üvegben;V  ;;TK;1984.01.01;..;
MAGISON filmtabletta;Magnesium oxide, heavy, pyridoxine hydrochloride;A12CC;BÉRES Gyógyszergyár Zrt.;OGYI-T-24504;10 X   - HDPE tartályban, 100 X   - HDPE tartályban, 120 X   - HDPE tartályban, 30 X   - HDPE tartályban, 50 X   - HDPE tartályban, 60 X   - HDPE tartályban, 90 X   - HDPE tartályban;VN GYK;;TK;2024.12.17;..;
MAGISON FORTE filmtabletta;Magnesium oxide, heavy, Pyridoxine;A12CC;BÉRES Gyógyszergyár Zrt.;OGYI-T-24505;10 X   - buborékcsomagolásban, 10 X   - HDPE tartályban, 100 X   - buborékcsomagolásban, 100 X   - HDPE tartályban, 120 X   - buborékcsomagolásban, 120 X   - HDPE tartályban, 30 X   - buborékcsomagolásban, 30 X   - HDPE tartályban, 50 X   - buborékcsomagolásban, 50 X   - HDPE tartályban, 60 X   - buborékcsomagolásban, 60 X   - HDPE tartályban, 90 X   - buborékcsomagolásban, 90 X   - HDPE tartályban;VN GYK;;TK;2024.12.17;..;
MAGNE B6 belsõleges oldat;magnesium lactate dihydrate, pyridoxine hydrochloride, magnesium pidolate;A12CC30;Opella Healthcare Commercial Kft.;OGYI-T-04353;10 X 10  ml ampulla;VN GYK;;TK;1995.02.06;..;
MAGNE B6 bevont tabletta;Pyridoxine, magnesium lactate dihydrate;A12CC30;Opella Healthcare Commercial Kft.;OGYI-T-04353;100 X   - buborékcsomagolásban, 120 X   - buborékcsomagolásban, 180 X   - buborékcsomagolásban, 20 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 40 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 80 X   - buborékcsomagolásban;VN ;;TK;1995.02.06;..;
MAGNE B6 EXTRA filmtabletta;Pyridoxine, Magnesium;A12CC30;Opella Healthcare Commercial Kft.;OGYI-T-04353;; ;;ATT;2006.01.12;2022.11.03;
MAGNE B6 FORTE filmtabletta;Pyridoxine, Magnesium;A12CC30;Opella Healthcare Commercial Kft.;OGYI-T-04353;100 X   - buborékcsomagolásban, 100 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 40 X   - buborékcsomagolásban, 40 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban;VN ;;TK;2006.01.12;..;
MAGNEROT tabletta;magnesium orotate;A12CC09;Wörwag Pharma GmbH&Co.KG;OGYI-T-01645;100 X   - buborékcsomagolásban, 100 X   - buborékcsomagolásban, 1000 X   - buborékcsomagolásban, 1000 X   - buborékcsomagolásban, 20 X   - buborékcsomagolásban, 20 X   - buborékcsomagolásban, 200 X   - buborékcsomagolásban, 200 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban;VN  ;;TK;1991.01.01;..;
Magnesia muriatica (Magnesii chloridum) golyócskák  (C  2);;;BOIRON;OGYI-HGAL-200C2;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia muriatica (Magnesii chloridum) golyócskák  (C  5);;;BOIRON;OGYI-HGAL-200C5;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia muriatica (Magnesii chloridum) golyócskák  (C  6);;;BOIRON;OGYI-HGAL-200C6;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia muriatica (Magnesii chloridum) golyócskák  (C  9);;;BOIRON;OGYI-HGAL-200C9;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia muriatica (Magnesii chloridum) golyócskák  (C 12);;;BOIRON;OGYI-HGAL-200C12;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia muriatica (Magnesii chloridum) golyócskák  (C 15);;;BOIRON;OGYI-HGAL-200C15;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia muriatica (Magnesii chloridum) golyócskák  (C 30);;;BOIRON;OGYI-HGAL-200C30;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia muriatica (Magnesii chloridum) golyócskák  (C200);;;BOIRON;OGYI-HGAL-200C200;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas) golyócskák  (C  3);;;BOIRON;OGYI-HGAL-201C3;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas) golyócskák  (C  5);;;BOIRON;OGYI-HGAL-201C5;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas) golyócskák  (C  6);;;BOIRON;OGYI-HGAL-201C6;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas) golyócskák  (C  9);;;BOIRON;OGYI-HGAL-201C9;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas) golyócskák  (C 12);;;BOIRON;OGYI-HGAL-201C12;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas) golyócskák  (C 15);;;BOIRON;OGYI-HGAL-201C15;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas) golyócskák  (C 30);;;BOIRON;OGYI-HGAL-201C30;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas) golyócskák  (C200);;;BOIRON;OGYI-HGAL-201C200;1 X 4 g multi dose;VN ;;TK;1998.01.01;..;
Magnesia phosphorica (Magnesii phosphas, Magnesium phosphoricum) golyócskák (D  12);;;Remedia Homöopathie GmbH;OGYI-HGAL-585D12;1 X 1 g üvegfiola, 1 X 10 g barna üvegpalackban, 1 X 20 g barna üvegpalackban, 1 X 50 g barna üvegpalackban;VN ;;TT;2001.01.01;2020.12.31;
Magnesia phosphorica (Magnesii phosphas, Magnesium phosphoricum) golyócskák (D  30);;;Remedia Homöopathie GmbH;OGYI-HGAL-585D30;1 X 1 g üvegfiola, 1 X 10 g barna üvegpalackban, 1 X 20 g barna üvegpalackban, 1 X 50 g barna üvegpalackban;VN ;;TT;2001.01.01;2020.12.31;
Magnesia phosphorica (Magnesii phosphas, Magnesium phosphoricum) golyócskák (D200);;;Remedia Homöopathie GmbH;OGYI-HGAL-585D200;1 X 1 g üvegfiola, 1 X 10 g barna üvegpalackban, 1 X 20 g barna üvegpalackban, 1 X 50 g barna üvegpalackban;VN ;;TT;2001.01.01;2020.12.31;
MAGNESII CITRICI NATURLAND 500 mg tabletta;magnesium citrate;A12CC04;Naturland Magyarország Kft.;OGYI-T-20130;10 X   - buborékcsomagolásban, 100 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;VN ;;TK;2006.05.30;..;
MAGNESII CITRICI PARMA 500 mg tabletta;magnesium citrate;A12CC;Parma Produkt Kft.;OGYI-T-09919;10 X   - buborékcsomagolásban, 100 X   - buborékcsomagolásban, 120 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;VN ;;TK;2004.11.17;..;
Magnesium carbonicum (Magnesia carbonica)  golyócskák  (C  3);;;BOIRON;OGYI-HGAL-275C3;1 X 4 g multi dose;VN ;;TK;1999.01.01;..;
Magnesium carbonicum (Magnesia carbonica)  golyócskák  (C  5);;;BOIRON;OGYI-HGAL-275C5;1 X 4 g multi dose;VN ;;TK;1999.01.01;..;
Magnesium carbonicum (Magnesia carbonica)  golyócskák  (C  6);;;BOIRON;OGYI-HGAL-275C6;1 X 4 g multi dose;VN ;;TK;1999.01.01;..;
Magnesium carbonicum (Magnesia carbonica)  golyócskák  (C  9);;;BOIRON;OGYI-HGAL-275C9;1 X 4 g multi dose;VN ;;TK;1999.01.01;..;
Magnesium carbonicum (Magnesia carbonica)  golyócskák  (C 12);;;BOIRON;OGYI-HGAL-275C12;1 X 4 g multi dose;VN ;;TK;1999.01.01;..;
Magnesium carbonicum (Magnesia carbonica)  golyócskák  (C 15);;;BOIRON;OGYI-HGAL-275C15;1 X 4 g multi dose;VN ;;TK;1999.01.01;..;
Magnesium carbonicum (Magnesia carbonica)  golyócskák  (C 30);;;BOIRON;OGYI-HGAL-275C30;1 X 4 g multi dose;VN ;;TK;1999.01.01;..;
Magnesium carbonicum (Magnesia carbonica)  golyócskák  (C200);;;BOIRON;OGYI-HGAL-275C200;1 X 4 g multi dose;VN ;;TK;1999.01.01;..;
MAGNESIUM PHARMAVIT 250 mg pezsgõtabletta;magnesium oxide, ascorbic acid;A12CC30;Walmark a.s.;OGYI-T-03824;20 X   - tubusban;VN  ;;TK;1992.01.01;..;
Magnesium phosphoricum tabletta (Schüssler-féle só Nr.7, Magnesia phosphorica) (D 6);;;Schwabe Austria GmbH;OGYI-HGAL-557D6;1 X 100 g HDPE tartályban, 1 X 20  g barna üvegpalackban, 200 X   - barna üvegpalackban;VN ;;TK;2004.07.01;..;
Magnesium phosphoricum tabletta (Schüssler-féle só Nr.7, Magnesia phosphorica) (D12);;;Schwabe Austria GmbH;OGYI-HGAL-557D12;1 X 100 g HDPE tartályban, 1 X 20  g barna üvegpalackban, 200 X   - barna üvegpalackban;VN ;;TK;2004.07.01;..;
MAGNESIUM SULFATE KALCEKS 100 mg/ml oldatos injekció vagy infúzió;magnesium sulfate heptahydrate;A12CC02;AS KALCEKS;OGYI-T-23779;10 X 10 ml ampulla, 100 X 10 ml ampulla, 5 X 10 ml ampulla;V ;;TK;2020.11.18;..;
MAGNESIUM SULFURICUM PHARMAMAGIST 1 g/10 ml oldatos injekció;magnesium sulfate;A12CC02;Pharmamagist Kft.;OGYI-T-09789;100 X 10 ml ampulla, 5 X 10 ml ampulla;I  ;;TK;2004.09.27;..;
MAGNESIUM-SANDOZ 243 mg pezsgõtabletta;magnesium aspartate dihydrate, magnesium citrate;A12CC30;Sandoz Hungária Kft.;OGYI-T-22330;20 X   - tubusban;VN ;;TK;2012.10.31;..;
MAGNEVITAL lágy kapszula;magnesium oxide, int-rac-alfa-tocopherol;A11JB;Bioextra Zrt.;OGYI-T-04468;30 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban;VN  ;;TT;1995.04.26;2024.01.31;
MAGNÉZIUM BÉRES 375 mg + B6 filmtabletta;Pyridoxine, Magnesium;A12CC;BÉRES Gyógyszergyár Zrt.;OGYI-T-23261;100 X   - buborékcsomagolásban, 100x+100 X   - HDPE tartályban, 100x+100x+100 X   - HDPE tartályban, 100x+100x+50 X   - HDPE tartályban, 100x+60x+60 X   - HDPE tartályban, 120 X   - buborékcsomagolásban, 150 X   - buborékcsomagolásban, 20 X   - buborékcsomagolásban, 200 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 30 X   - HDPE tartályban, 300 X   - buborékcsomagolásban, 40 X   - buborékcsomagolásban, 40 X   - HDPE tartályban, 45 X   - HDPE tartályban, 50 X   - buborékcsomagolásban, 50 X   - HDPE tartályban, 55 X   - HDPE tartályban, 60 X   - buborékcsomagolásban, 60 X   - HDPE tartályban, 60x+35 X   - HDPE tartályban, 60x+40 X   - HDPE tartályban, 60x+50 X   - HDPE tartályban, 60x+55 X   - HDPE tartályban, 60x+60 X   - HDPE tartályban, 60x+65 X   - HDPE tartályban, 65 X   - HDPE tartályban, 70 X   - buborékcsomagolásban, 70 X   - HDPE tartályban, 70x+70 X   - HDPE tartályban, 70x+70x+70 X   - HDPE tartályban, 70x+80 X   - HDPE tartályban, 75 X   - HDPE tartályban, 80 X   - buborékcsomagolásban, 80 X   - HDPE tartályban, 85 X   - HDPE tartályban, 90 X   - buborékcsomagolásban, 90 X   - HDPE tartályban, 90x+90 X   - HDPE tartályban;VN GYK;;TK;2017.09.28;..;
MAGNOSOLV granulátum;magnesium oxide, light, magnesium carbonate, light;A12CC30;Viatris Healthcare Ltd.;OGYI-T-05334;10 X 6.1 g tasakban, 20 X 6.1 g tasakban, 30 X 6.1 g tasakban, 50 X 6.1 g tasakban;VN ;;TK;1996.11.27;..;
MAKRO-ALBUMON 2 mg por szuszpenziós injekcióhoz;Seroalbuminum Humanum Macroaggregatum;V09EB01;Medi-Radiopharma Kft.;OGYI-T-08663;6 X   - injekciós üvegben;I  ;;TK;2002.11.04;..;
MALARONE 250 mg/100 mg filmtabletta;atovaquone, proguanil;P01BB51;GlaxoSmithKline Trading Services Ltd.;OGYI-T-20107;12 X   - buborékcsomagolásban;V ;;TK;2006.04.25;..;
MALTOFER 10 mg/ml szirup;ferric hydroxide polymaltose;B03AB05;Vifor France;OGYI-T-05718;1 X 150 ml üvegben;VN  ;;TK;1997.01.01;..;
MALTOFER 100 mg rágótabletta;ferric hydroxide polymaltose;B03AB05;Vifor France;OGYI-T-05718;10 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban;VN  ;;TK;1997.01.01;..;
MALTOFER 50 mg/ml belsõleges oldatos cseppek;ferric hydroxide polymaltose;B03AB05;Vifor France;OGYI-T-05718;1 X 30 ml üvegben;V  ;;TK;1997.01.01;..;
MALTOFER FOL 100 mg/0,35 mg rágótabletta;ferric hydroxide polymaltose, Folic acid;B03AD04;Vifor France;OGYI-T-05718;10 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban;VN  ;;TK;1997.01.01;..;
Manganum aceticum golyócskák  (C  2);;;BOIRON;OGYI-HGAL-315C2;1 X 4 g multi dose;VN ;;TK;2000.01.01;..;
Manganum aceticum golyócskák  (C  5);;;BOIRON;OGYI-HGAL-315C5;1 X 4 g multi dose;VN ;;TK;2000.01.01;..;
Manganum aceticum golyócskák  (C  6);;;BOIRON;OGYI-HGAL-315C6;1 X 4 g multi dose;VN ;;TK;2000.01.01;..;
Manganum aceticum golyócskák  (C  9);;;BOIRON;OGYI-HGAL-315C9;1 X 4 g multi dose;VN ;;TK;2000.01.01;..;
Manganum aceticum golyócskák  (C 12);;;BOIRON;OGYI-HGAL-315C12;1 X 4 g multi dose;VN ;;TK;2000.01.01;..;
Manganum aceticum golyócskák  (C 15);;;BOIRON;OGYI-HGAL-315C15;1 X 4 g multi dose;VN ;;TK;2000.01.01;..;
Manganum aceticum golyócskák  (C 30);;;BOIRON;OGYI-HGAL-315C30;1 X 4 g multi dose;VN ;;TK;2000.01.01;..;
Manganum aceticum golyócskák  (C200);;;BOIRON;OGYI-HGAL-315C200;1 X 4 g multi dose;VN ;;TK;2000.01.01;..;
MANNISOL A TEVA oldatos infúzió;mannitol;B05BC01;Teva Gyógyszergyár Zrt.;OGYI-T-03517;1 X 250  ml mûanyag zsákban, 1 X 500 ml mûanyag zsákban, 1 X 500 ml üvegpalackban;I  ;;TK;1976.12.27;..;
MANNISOL B TEVA oldatos infúzió;mannitol;B05BC01;Teva Gyógyszergyár Zrt.;OGYI-T-03517;1 X 100 ml infúziós üvegben, 1 X 100 ml mûanyag tartályban, 1 X 100 ml mûanyag zsákban, 1 X 250  ml mûanyag zsákban, 1 X 250 ml mûanyag tartályban, 1 X 500 ml mûanyag zsákban;I  ;;TK;1976.12.27;..;
MANNIT EUROLIFE 20% oldatos infúzió;mannitol;B05BC01;Eurolife Healthcare Hungary Kft.;OGYI-T-24299;3 X 100 ml infúziós zsákban, 40 X 100 ml infúziós zsákban;I ;;TK;2023.10.16;..;
MARACEX 20 mg/ml oldatos injekció vagy infúzió;morphine hydrochloride;N02AA01;AS KALCEKS;OGYI-T-23989;10 X 1 ml ampulla, 10 X 10 ml ampulla, 10 X 5 ml ampulla, 5 X 10 ml ampulla, 5 X 5 ml ampulla, 50 X 1 ml ampulla;V KP;K1;TT;2022.01.06;2023.02.27;
MARCAIN 2,5 mg/ml oldatos injekció;bupivacaine;N01BB01;Aspen Pharma Trading Ltd (IE);OGYI-T-06777;5 X 20 ml üvegben;I  ;;TK;1977.07.01;..;
MARCAIN 5 mg/ml oldatos injekció;bupivacaine;N01BB01;Aspen Pharma Trading Ltd (IE);OGYI-T-06777;5 X 20 ml üvegben;I  ;;TK;1977.07.01;..;
MARCAIN SPINAL 5 mg/ml oldatos injekció;bupivacaine;N01BB01;Aspen Pharma Trading Ltd (IE);OGYI-T-06777;5 X 4 ml ampulla;I  ;;TT;1999.01.01;2024.08.27;
MARCAIN SPINAL heavy 5 mg/ml oldatos injekció;bupivacaine;N01BB01;Aspen Pharma Trading Ltd (IE);OGYI-T-06777;5 X 4 ml ampulla;I  ;;TK;1987.01.01;..;
MARFARIN 1 mg tabletta;warfarin;B01AA03;Viatris Ltd.;OGYI-T-08720;100 X   - buborékcsomagolásban, 100 X   - tartályban, 30 X   - buborékcsomagolásban, 30 X   - tartályban, 60 X   - buborékcsomagolásban, 60 X   - tartályban;J ;;TK;2002.12.30;..;
MARFARIN 3 mg tabletta;warfarin;B01AA03;Viatris Ltd.;OGYI-T-08720;100 X   - buborékcsomagolásban, 100 X   - tartályban, 30 X   - buborékcsomagolásban, 30 X   - tartályban, 60 X   - buborékcsomagolásban, 60 X   - tartályban;J ;;TK;2002.12.30;..;
MARFARIN 5 mg tabletta;warfarin;B01AA03;Viatris Ltd.;OGYI-T-08720;100 X   - buborékcsomagolásban, 100 X   - tartályban, 30 X   - buborékcsomagolásban, 30 X   - tartályban, 60 X   - buborékcsomagolásban, 60 X   - tartályban;J ;;TK;2002.12.30;..;
Marixino 10 mg filmtabletta;memantine;N06DX01;Krka d.d.,;EU/1/13/820;100 X   - buborékcsomagolásban, 112 X   - buborékcsomagolásban, 14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 42 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban, 56 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 70 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban, 98 X   - buborékcsomagolásban;Sz ;;CTK;2013.04.29;..;
Marixino 20 mg filmtabletta;memantine;N06DX01;Krka d.d.,;EU/1/13/820;100 X   - buborékcsomagolásban, 112 X   - buborékcsomagolásban, 14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 42 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban, 56 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 70 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban, 98 X   - buborékcsomagolásban;Sz ;;CTK;2013.04.29;..;
MARVELON tabletta;desogestrel, ethinylestradiol;G03AA09;Organon Hungary Kft.;OGYI-T-01629;1 X 21 - buborékcsomagolásban, 3 X 21 - buborékcsomagolásban;V  ;;TK;1991.01.01;..;
MASSIDRON 70 mg tabletta;alendronic acid;M05BA04;Teva Gyógyszergyár Zrt.;OGYI-T-20168;12 X   - buborékcsomagolásban, 4 X   - buborékcsomagolásban, 8 X   - buborékcsomagolásban;J ;;TT;2006.07.13;2024.01.19;
Mastodynon belsõleges oldatos cseppek;;G02CX;Bionorica SE;OGYI-HG-043;1 X 100 ml üvegben, 1 X 50 ml üvegben;VN ;;TT;1995.08.01;2020.06.30;
Matever  100 mg/ml koncentrátum oldatos infúzióhoz;levetiracetam;N03AX14;Pharmathen S.A.;EU/1/11/711;10 X 5 ml injekciós üvegben;I ;;CTK;2011.10.03;..;
Matever  250 mg filmtabletta;levetiracetam;N03AX14;Pharmathen S.A.;EU/1/11/711;100 X   - buborékcsomagolásban, 20 X   - buborékcsomagolásban, 200 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban;J ;;CTK;2011.10.03;..;
Matever  500 mg filmtabletta;levetiracetam;N03AX14;Pharmathen S.A.;EU/1/11/711;10 X   - buborékcsomagolásban, 100 X   - buborékcsomagolásban, 120 X   - buborékcsomagolásban, 20 X   - buborékcsomagolásban, 200 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban;J ;;CTK;2011.10.03;..;
Matever  750 mg filmtabletta;levetiracetam;N03AX14;Pharmathen S.A.;EU/1/11/711;100 X   - buborékcsomagolásban, 120 X   - buborékcsomagolásban, 20 X   - buborékcsomagolásban, 200 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 80 X   - buborékcsomagolásban;J ;;CTK;2011.10.03;..;
Matever 1000 mg filmtabletta;levetiracetam;N03AX14;Pharmathen S.A.;EU/1/11/711;10 X   - buborékcsomagolásban, 100 X   - buborékcsomagolásban, 20 X   - buborékcsomagolásban, 200 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 50 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban;J ;;CTK;2011.10.03;..;
MATRIFEN  12 mikrogramm/h transzdermális tapasz;fentanyl;N02AB03;Istituto Gentili S.r.l.;OGYI-T-20288;1 X   - tasakban, 1 X   - védõtasakban, 10 X   - tasakban, 10 X   - védõtasakban, 16 X   - tasakban, 16 X   - védõtasakban, 2 X   - tasakban, 2 X   - védõtasakban, 20 X   - tasakban, 20 X   - védõtasakban, 3 X   - tasakban, 3 X   - védõtasakban, 4 X   - tasakban, 4 X   - védõtasakban, 5 X   - tasakban, 5 X   - védõtasakban, 8 X   - tasakban, 8 X   - védõtasakban;V KP;K1;TK;2007.01.10;..;
MATRIFEN  25 mikrogramm/h transzdermális tapasz;fentanyl;N02AB03;Istituto Gentili S.r.l.;OGYI-T-20288;1 X   - tasakban, 1 X   - védõtasakban, 10 X   - tasakban, 10 X   - védõtasakban, 16 X   - tasakban, 16 X   - védõtasakban, 2 X   - tasakban, 2 X   - védõtasakban, 20 X   - tasakban, 20 X   - védõtasakban, 3 X   - tasakban, 3 X   - védõtasakban, 4 X   - tasakban, 4 X   - védõtasakban, 5 X   - tasakban, 5 X   - védõtasakban, 8 X   - tasakban, 8 X   - védõtasakban;V KP;K1;TK;2007.01.10;..;
MATRIFEN  50 mikrogramm/h transzdermális tapasz;fentanyl;N02AB03;Istituto Gentili S.r.l.;OGYI-T-20288;1 X   - tasakban, 1 X   - védõtasakban, 10 X   - tasakban, 10 X   - védõtasakban, 16 X   - tasakban, 16 X   - védõtasakban, 2 X   - tasakban, 2 X   - védõtasakban, 20 X   - tasakban, 20 X   - védõtasakban, 3 X   - tasakban, 3 X   - védõtasakban, 4 X   - tasakban, 4 X   - védõtasakban, 5 X   - tasakban, 5 X   - védõtasakban, 8 X   - tasakban, 8 X   - védõtasakban;V KP;K1;TK;2007.01.10;..;
MATRIFEN  75 mikrogramm/h transzdermális tapasz;fentanyl;N02AB03;Istituto Gentili S.r.l.;OGYI-T-20288;1 X   - tasakban, 1 X   - védõtasakban, 10 X   - tasakban, 10 X   - védõtasakban, 16 X   - tasakban, 16 X   - védõtasakban, 2 X   - tasakban, 2 X   - védõtasakban, 20 X   - tasakban, 20 X   - védõtasakban, 3 X   - tasakban, 3 X   - védõtasakban, 4 X   - tasakban, 4 X   - védõtasakban, 5 X   - tasakban, 5 X   - védõtasakban, 8 X   - tasakban, 8 X   - védõtasakban;V KP;K1;TK;2007.01.10;..;
MATRIFEN 100 mikrogramm/h transzdermális tapasz;fentanyl;N02AB03;Istituto Gentili S.r.l.;OGYI-T-20288;1 X   - tasakban, 1 X   - védõtasakban, 10 X   - tasakban, 10 X   - védõtasakban, 16 X   - tasakban, 16 X   - védõtasakban, 2 X   - tasakban, 2 X   - védõtasakban, 20 X   - tasakban, 20 X   - védõtasakban, 3 X   - tasakban, 3 X   - védõtasakban, 4 X   - tasakban, 4 X   - védõtasakban, 5 X   - tasakban, 5 X   - védõtasakban, 8 X   - tasakban, 8 X   - védõtasakban;V KP;K1;TK;2007.01.10;..;
MAURERS SVÉDCSEPP belsõleges és külsõleges oldat;angelica root, Myrrh, aniseed, Coriander, Caraway fruit, Bitter-orange epicarp and mesocarp, centaury, ginger, Clove, Star anise, Matricaria flower, Gentian root, Wormwood, iris rhizome, Rosemary leaf, valerian root, Zedoaria rhizome, Manna canellata, Carlinae radix, Croci flos, Pappel, Citri pericarpium, Lauri fructus, Pimentae fructus, Majorannae herba, Juniper, Galanga, Canellae albae radix, Cinnamomi chinensis cortex, Cardamomi fructus, Cardui benedicti herba;A13A;K & B Medi-Galen Kft.;OGYI-TN-24;1 X 100 ml barna üvegpalackban, 1 X 250 ml barna üvegpalackban, 1 X 500 ml barna üvegpalackban;VN GYK;;TK;2012.03.14;..;
MAURERS SVÉDCSEPP oldat;angelica root, Myrrh, aniseed, Coriander, Caraway fruit, Bitter-orange epicarp and mesocarp, centaury, ginger, Clove, Star anise, Matricaria flower, Gentian root, Wormwood, iris rhizome, Rosemary leaf, valerian root, Zedoaria rhizome, Manna canellata, Carlinae radix, Croci flos, Pappel, Citri pericarpium, Lauri fructus, Pimentae fructus, Majorannae herba, Juniper, Galanga, Canellae albae radix, Cinnamomi chinensis cortex, Cardamomi fructus, Cardui benedicti herba;A13A;K & B Medi-Galen Kft.;OGYI-TN-24;; ;;ATT;2012.03.14;2023.07.31;
